96,demo6-001,84.52,584.44,182.31,383.83,0.94,-1,-1,-1
97,demo6-001,79.34,583.50,184.06,384.73,0.94,-1,-1,-1
98,demo6-001,71.16,579.74,185.75,389.52,0.94,-1,-1,-1
99,demo6-001,63.31,577.02,184.76,392.09,0.94,-1,-1,-1
100,demo6-001,55.71,573.12,182.14,395.39,0.93,-1,-1,-1
101,demo6-001,48.04,571.41,177.39,397.38,0.92,-1,-1,-1
102,demo6-001,33.14,570.29,171.39,397.55,0.92,-1,-1,-1
103,demo6-001,19.75,569.91,166.47,399.66,0.93,-1,-1,-1
104,demo6-001,6.25,570.60,162.09,398.57,0.94,-1,-1,-1
105,demo6-001,-9.78,571.44,160.00,395.98,0.94,-1,-1,-1
106,demo6-001,-21.73,572.06,160.70,396.28,0.92,-1,-1,-1
107,demo6-001,-35.37,572.59,163.66,397.15,0.91,-1,-1,-1
108,demo6-001,-43.73,573.08,166.43,396.66,0.91,-1,-1,-1
109,demo6-001,-49.98,572.22,170.44,398.56,0.91,-1,-1,-1
110,demo6-001,-57.70,571.39,175.29,400.83,0.90,-1,-1,-1
110,demo1-001,672.20,594.56,96.25,339.04,0.79,-1,-1,-1
111,demo6-001,-62.08,571.09,178.44,401.13,0.90,-1,-1,-1
111,demo1-001,663.68,592.62,97.61,344.02,0.81,-1,-1,-1
112,demo6-001,-67.07,569.94,179.94,400.16,0.89,-1,-1,-1
112,demo1-001,656.46,592.86,99.23,346.68,0.85,-1,-1,-1
113,demo6-001,-76.60,565.30,183.34,405.57,0.86,-1,-1,-1
113,demo1-001,647.36,596.55,100.68,343.83,0.88,-1,-1,-1
114,demo6-001,-94.28,564.10,186.15,409.15,0.72,-1,-1,-1
114,demo1-001,637.88,598.68,103.59,341.88,0.88,-1,-1,-1
115,demo6-001,-115.90,563.68,188.26,411.52,0.34,-1,-1,-1
115,demo1-001,628.24,601.06,107.22,339.48,0.89,-1,-1,-1
116,demo1-001,622.46,602.68,112.17,339.46,0.89,-1,-1,-1
117,demo1-001,617.56,602.93,117.44,340.84,0.90,-1,-1,-1
118,demo1-001,613.25,602.96,123.29,342.97,0.91,-1,-1,-1
119,demo1-001,608.93,602.39,128.11,343.23,0.93,-1,-1,-1
120,demo1-001,605.19,601.60,132.97,344.38,0.93,-1,-1,-1
121,demo1-001,600.25,600.20,136.88,344.80,0.92,-1,-1,-1
122,demo1-001,594.14,597.79,140.28,346.80,0.92,-1,-1,-1
123,demo1-001,583.59,594.49,141.92,349.39,0.93,-1,-1,-1
124,demo1-001,567.38,591.66,142.99,352.46,0.91,-1,-1,-1
125,demo1-001,550.19,590.61,143.19,354.11,0.94,-1,-1,-1
126,demo1-001,530.94,589.70,143.36,355.75,0.94,-1,-1,-1
127,demo1-001,515.66,589.13,143.59,356.59,0.94,-1,-1,-1
128,demo1-001,504.36,589.20,145.33,357.66,0.94,-1,-1,-1
129,demo1-001,494.63,588.72,148.62,359.60,0.94,-1,-1,-1
130,demo1-001,487.43,589.62,152.32,359.23,0.95,-1,-1,-1
131,demo1-001,480.70,593.15,155.58,355.88,0.95,-1,-1,-1
132,demo1-001,473.45,594.24,160.58,354.31,0.95,-1,-1,-1
133,demo1-001,465.61,594.38,166.43,355.02,0.95,-1,-1,-1
134,demo1-001,458.26,596.02,171.68,354.21,0.95,-1,-1,-1
135,demo1-001,451.23,595.31,177.99,355.75,0.95,-1,-1,-1
136,demo1-001,440.72,593.18,182.92,358.16,0.95,-1,-1,-1
137,demo1-001,432.82,590.53,186.80,361.43,0.95,-1,-1,-1
138,demo1-001,424.90,588.74,188.12,363.43,0.95,-1,-1,-1
139,demo1-001,418.63,587.03,187.26,364.68,0.94,-1,-1,-1
140,demo1-001,413.42,585.87,184.68,366.70,0.94,-1,-1,-1
141,demo1-001,408.62,584.40,179.88,368.48,0.93,-1,-1,-1
142,demo1-001,400.50,580.19,174.85,372.26,0.91,-1,-1,-1
143,demo1-001,393.01,581.24,167.57,370.51,0.91,-1,-1,-1
144,demo1-001,386.23,579.85,162.67,371.62,0.92,-1,-1,-1
145,demo1-001,376.36,578.83,159.70,372.00,0.92,-1,-1,-1
146,demo1-001,362.83,581.11,159.11,369.99,0.94,-1,-1,-1
147,demo1-001,348.10,581.49,161.83,370.25,0.95,-1,-1,-1
148,demo1-001,335.19,581.65,166.23,370.84,0.95,-1,-1,-1
149,demo1-001,321.51,566.96,177.75,387.93,0.95,-1,-1,-1
150,demo1-001,317.22,578.08,178.09,377.69,0.96,-1,-1,-1
151,demo1-001,314.27,583.12,180.64,373.51,0.96,-1,-1,-1
152,demo1-001,309.85,583.43,184.34,372.44,0.95,-1,-1,-1
153,demo1-001,305.84,583.28,188.08,373.34,0.95,-1,-1,-1
154,demo1-001,299.65,581.38,191.23,376.04,0.95,-1,-1,-1
155,demo1-001,292.16,580.66,192.27,377.57,0.95,-1,-1,-1
156,demo1-001,285.08,578.03,192.28,379.97,0.94,-1,-1,-1
157,demo1-001,276.17,574.93,189.96,381.90,0.94,-1,-1,-1
158,demo1-001,267.32,572.73,186.33,384.17,0.93,-1,-1,-1
159,demo1-001,252.05,571.40,182.20,385.52,0.93,-1,-1,-1
160,demo1-001,234.21,569.61,178.97,387.83,0.92,-1,-1,-1
161,demo1-001,218.25,567.39,177.33,390.76,0.93,-1,-1,-1
162,demo1-001,205.09,567.90,177.15,393.67,0.93,-1,-1,-1
163,demo1-001,196.63,568.67,178.13,392.62,0.93,-1,-1,-1
164,demo1-001,189.30,569.52,181.65,393.20,0.94,-1,-1,-1
165,demo1-001,179.55,570.93,185.57,391.80,0.93,-1,-1,-1
166,demo1-001,170.20,572.81,190.06,390.42,0.93,-1,-1,-1
167,demo1-001,159.00,573.27,195.25,391.19,0.94,-1,-1,-1
168,demo1-001,149.30,572.92,199.83,391.98,0.94,-1,-1,-1
169,demo1-001,140.01,572.53,203.68,393.04,0.93,-1,-1,-1
170,demo1-001,131.48,570.02,208.34,397.37,0.93,-1,-1,-1
171,demo1-001,123.13,566.44,211.96,402.65,0.93,-1,-1,-1
172,demo1-001,114.85,563.01,212.88,406.19,0.94,-1,-1,-1
173,demo1-001,109.87,562.25,210.88,408.00,0.94,-1,-1,-1
174,demo1-001,105.40,559.90,207.09,410.20,0.93,-1,-1,-1
175,demo1-001,98.99,556.42,201.43,412.54,0.93,-1,-1,-1
176,demo1-001,87.09,554.09,195.93,417.57,0.91,-1,-1,-1
177,demo1-001,78.19,553.25,188.63,416.79,0.91,-1,-1,-1
178,demo1-001,68.83,554.04,181.48,414.30,0.92,-1,-1,-1
179,demo1-001,52.81,554.93,177.82,413.28,0.93,-1,-1,-1
180,demo1-001,31.88,554.78,179.50,416.53,0.94,-1,-1,-1
181,demo1-001,10.49,554.75,183.80,418.25,0.94,-1,-1,-1
182,demo1-001,1.70,555.83,186.72,417.79,0.95,-1,-1,-1
183,demo1-001,-4.22,556.27,189.70,416.51,0.94,-1,-1,-1
184,demo1-001,-16.20,556.98,195.52,417.03,0.92,-1,-1,-1
185,demo1-001,-21.95,556.22,200.77,417.19,0.92,-1,-1,-1
186,demo1-001,-30.14,554.88,207.96,421.44,0.92,-1,-1,-1
187,demo1-001,-36.17,553.87,213.07,423.01,0.91,-1,-1,-1
188,demo1-001,-40.09,552.98,216.04,423.56,0.91,-1,-1,-1
189,demo1-001,-48.21,549.50,218.98,427.94,0.90,-1,-1,-1
190,demo1-001,-54.60,545.32,218.23,430.34,0.89,-1,-1,-1
191,demo1-001,-62.60,543.76,213.89,429.09,0.87,-1,-1,-1
192,demo1-001,-77.75,542.95,209.39,428.29,0.85,-1,-1,-1
193,demo1-001,-99.31,533.73,209.36,439.55,0.80,-1,-1,-1
194,demo1-001,-111.70,529.52,203.98,442.43,0.79,-1,-1,-1
195,demo1-001,-133.03,521.43,207.73,461.54,0.65,-1,-1,-1
196,demo1-001,-146.28,513.27,207.99,474.38,0.55,-1,-1,-1
197,demo1-001,-146.31,522.61,199.73,465.26,0.48,-1,-1,-1
198,demo1-001,-140.93,527.77,197.82,467.49,0.49,-1,-1,-1
199,demo1-001,-134.68,551.51,190.19,452.23,0.35,-1,-1,-1
200,demo1-001,-117.55,587.85,169.45,403.11,0.38,-1,-1,-1
201,demo1-001,-119.86,602.20,167.05,396.97,0.18,-1,-1,-1
